"ID";"IDREFERENCE";"CONTADOR";"CREATIONDATE";"DATAATUAL";"DATATF";"DATAT0";"EVENTDATE";"COMMENTS";"COMMENTS_USUARIO";"DT_INICIO";"DT_FIM"
"44";;;"29/03/2024 21:18";"29/03/2024 21:18";"mar 2024";"27/02/2024";;"Nro registros = 12723";;"27/02/2024";"28/03/2024"

