"ID";"IDREFERENCE";"CONTADOR";"CREATIONDATE";"DATAATUAL";"DATATF";"DATAT0";"EVENTDATE";"COMMENTS";"COMMENTS_USUARIO";"DT_INICIO";"DT_FIM"
"41";;"25";"29/12/2023 09:58:58";"29/12/2023 09:58";"dez 2023";"nov 2023";;"Nro registros = 10636";;"28/11/2023";"28/12/2023"

