"ID";"IDREFERENCE";"CONTADOR";"CREATIONDATE";"DATAATUAL";"DATATF";"DATAT0";"EVENTDATE";"COMMENTS";"COMMENTS_USUARIO";"DT_INICIO";"DT_FIM"
"42";;;"29/01/2024 10:24";"29/01/2024 10:24";"jan 2024";"29/12/2023";;"Nro registros = 12677";;"29/12/2023";"28/01/2024"

